multa_id,patente,fecha,hora,velocidad_registrada,velocidad_maxima,ubicacion,radar_id,estado_multa,exceso_velocidad_real,exceso_velocidad,mes_es
1147,AI7 OVF,2020-03-16,14:42,114.0,60,AV LIBERTADOR,R01,ERROR,54.0,51.0,Marzo
1148,WU08 YWC,2021-03-01,14:42,146.0,80,AV LIBERTADOR,R03,IMPAGA,66.0,62.0,Marzo
1149,BB 8986,2020-03-05,09:51,73.0,60,RUTA 9,,ERROR,13.0,10.0,Marzo
1150,99 998 68,2023-12-29,08:45,123.0,80,AV LIBERTADOR,,PAGADA,43.0,39.0,Diciembre
1155,6NCE831,2023-11-18,08:45,140.0,80,RUTA 9,,IMPAGA,60.0,56.0,Noviembre
1156,M43 1ZW,2021-08-20,00:00,114.0,60,AV SIEMPRE VIVA,R03,PAGADA,54.0,51.0,Agosto
1162,6NCE831,2022-02-10,08:46,62.0,40,AV LIBERTADOR,R01,PAGADA,22.0,20.0,Febrero
1164,AWS 167,2020-02-03,08:46,85.0,40,RUTA 9,R01,IMPAGA,45.0,43.0,Febrero
1165,409,2023-03-20,09:51,111.0,40,AV LIBERTADOR,R03,IMPAGA,71.0,69.0,Marzo
1166,PIW 4215,1932-01-01,08:46,109.0,80,AV SIEMPRE VIVA,,APELADA,29.0,25.0,Enero
1167,81ZFJD,2021-10-18,09:51,113.0,40,AV SIEMPRE VIVA,R02,IMPAGA,73.0,71.0,Octubre
1169,29 999 61,2023-12-02,00:00,155.0,80,RUTA 9,R02,APELADA,75.0,71.0,Diciembre
1170,81ZFJD,2023-02-06,00:00,116.0,60,AV SIEMPRE VIVA,R02,IMPAGA,56.0,53.0,Febrero
1172,YLO8 WUE,1932-01-01,08:47,108.0,40,AV LIBERTADOR,,IMPAGA,68.0,66.0,Enero
1173,29 999 61,2023-04-13,14:43,112.0,80,RUTA 9,,PAGADA,32.0,28.0,Abril
1176,409,2020-06-01,08:47,90.0,80,RUTA 9,R03,APELADA,10.0,6.0,Junio
1181,N HZ 1002,2020-11-13,18:51,71.0,40,RUTA 9,R03,APELADA,31.0,29.0,Noviembre
1184,HK 06 YMX,1932-01-01,18:52,116.0,60,AV SIEMPRE VIVA,R01,ERROR,56.0,53.0,Enero
1186,WE FLYN,1932-01-01,09:52,121.0,60,AV LIBERTADOR,R03,ERROR,61.0,58.0,Enero
1190,FD 1475,2022-03-04,00:00,58.0,40,AV LIBERTADOR,R03,ERROR,18.0,16.0,Marzo
1191,WU08 YWC,2020-05-01,00:00,86.0,80,AV SIEMPRE VIVA,R01,PAGADA,6.0,2.0,Mayo
1193,CT5 B876,1932-01-01,18:52,46.0,40,RUTA 9,R03,ERROR,6.0,4.0,Enero
1194,M PX 9357,1932-01-01,14:44,143.0,80,AV SIEMPRE VIVA,,ERROR,63.0,59.0,Enero
1195,AI7 OVF,1932-01-01,09:52,60.0,40,RUTA 9,R01,IMPAGA,20.0,18.0,Enero
1197,GOOGLE,2023-02-13,08:47,67.0,60,AV LIBERTADOR,R02,PAGADA,7.0,4.0,Febrero
1200,WU08 YWC,1932-01-01,14:44,111.0,60,RUTA 9,R01,IMPAGA,51.0,48.0,Enero
1203,BB 8986,1932-01-01,00:00,104.0,60,AV LIBERTADOR,R01,APELADA,44.0,41.0,Enero
1204,HF 3461,1932-01-01,18:53,94.0,80,AV SIEMPRE VIVA,R01,PAGADA,14.0,10.0,Enero
1208,66 111 72,2020-05-07,18:53,61.0,40,AV LIBERTADOR,R03,ERROR,21.0,19.0,Mayo
1209,GN64 OTP,2021-07-13,09:53,118.0,80,AV LIBERTADOR,R02,PAGADA,38.0,34.0,Julio
1211,WE FLYN,2022-11-22,09:53,105.0,40,AV SIEMPRE VIVA,,APELADA,65.0,63.0,Noviembre
1221,BM 351,2020-05-20,00:00,125.0,80,AV SIEMPRE VIVA,R02,ERROR,45.0,41.0,Mayo
1224,PIW 4215,2023-08-04,14:44,134.0,80,AV SIEMPRE VIVA,,PAGADA,54.0,50.0,Agosto
1226,X IIUME,2021-02-10,09:53,98.0,80,AV LIBERTADOR,,PAGADA,18.0,14.0,Febrero
1230,GCP332,2020-06-08,09:54,111.0,40,AV LIBERTADOR,R01,IMPAGA,71.0,69.0,Junio
1231,BHRP 770,2022-12-11,14:44,115.0,60,AV LIBERTADOR,R02,APELADA,55.0,52.0,Diciembre
1236,T0Y DR,1932-01-01,00:00,120.0,60,AV SIEMPRE VIVA,R02,PAGADA,60.0,57.0,Enero
1242,409,2021-12-25,00:00,107.0,60,AV LIBERTADOR,R02,PAGADA,47.0,44.0,Diciembre
1246,WE FLYN,2023-03-05,08:49,46.0,40,RUTA 9,R02,ERROR,6.0,4.0,Marzo
1248,VTII AHV,1932-01-01,14:45,49.0,40,RUTA 9,,PAGADA,9.0,7.0,Enero
1249,81ZFJD,2021-05-19,00:00,120.0,40,RUTA 9,,ERROR,80.0,78.0,Mayo
1251,6EVY261,2023-01-05,14:45,133.0,60,AV SIEMPRE VIVA,,ERROR,73.0,70.0,Enero
1254,HF 58 HXP,2023-07-28,00:00,86.0,80,AV SIEMPRE VIVA,R03,IMPAGA,6.0,2.0,Julio
1255,T0Y DR,2020-12-01,09:54,139.0,60,AV LIBERTADOR,R03,APELADA,79.0,76.0,Diciembre
1256,BX 55 DOG,2023-02-18,00:00,156.0,80,AV SIEMPRE VIVA,,ERROR,76.0,72.0,Febrero
1257,J1S1,2023-08-09,08:50,60.0,40,AV LIBERTADOR,R01,IMPAGA,20.0,18.0,Agosto
1258,AWS 167,2020-11-05,09:55,107.0,40,AV SIEMPRE VIVA,R01,APELADA,67.0,65.0,Noviembre
1259,691 XC 80,2022-11-29,00:00,117.0,80,AV LIBERTADOR,,APELADA,37.0,33.0,Noviembre
1260,FD 1475,2022-01-23,08:50,79.0,60,AV SIEMPRE VIVA,R02,IMPAGA,19.0,16.0,Enero
1263,M43 1ZW,2021-02-19,09:55,120.0,60,RUTA 9,R03,APELADA,60.0,57.0,Febrero
1264,M43 1ZW,2021-09-19,08:50,132.0,60,AV LIBERTADOR,R01,ERROR,72.0,69.0,Septiembre
1266,990 XYK,2022-05-24,18:55,109.0,40,RUTA 9,R01,PAGADA,69.0,67.0,Mayo
1270,UW3932,2023-07-14,08:51,117.0,80,RUTA 9,R03,IMPAGA,37.0,33.0,Julio
1272,WU 341 A,2022-03-02,08:51,76.0,40,AV SIEMPRE VIVA,R02,ERROR,36.0,34.0,Marzo
1273,GN64 OTP,2021-12-23,00:00,78.0,40,AV LIBERTADOR,R01,IMPAGA,38.0,36.0,Diciembre
1276,6EVY261,2021-10-24,00:00,107.0,80,AV LIBERTADOR,R02,PAGADA,27.0,23.0,Octubre
1277,DK 414 N,2022-10-01,14:46,103.0,80,AV SIEMPRE VIVA,,IMPAGA,23.0,19.0,Octubre
1279,UW3932,2022-06-13,00:00,68.0,40,RUTA 9,,IMPAGA,28.0,26.0,Junio
1280,81ZFJD,2022-05-03,08:51,103.0,40,RUTA 9,,APELADA,63.0,61.0,Mayo
1281,FVIO UHP,2021-12-23,09:56,113.0,80,AV LIBERTADOR,,IMPAGA,33.0,29.0,Diciembre
1284,57 777 70,2022-04-11,18:56,64.0,40,AV SIEMPRE VIVA,R02,IMPAGA,24.0,22.0,Abril
1286,N HZ 1002,2020-05-20,08:52,79.0,40,AV SIEMPRE VIVA,R03,IMPAGA,39.0,37.0,Mayo
1289,N HZ 1002,2021-10-15,14:46,146.0,80,RUTA 9,R02,ERROR,66.0,62.0,Octubre
1294,TL03 GOG,1932-01-01,00:00,87.0,40,RUTA 9,R01,PAGADA,47.0,45.0,Enero
1295,990 XYK,2021-08-08,18:56,141.0,80,AV LIBERTADOR,,IMPAGA,61.0,57.0,Agosto
1301,589222,2020-12-17,14:47,122.0,60,AV SIEMPRE VIVA,R02,PAGADA,62.0,59.0,Diciembre
1302,589222,2022-04-03,18:56,64.0,60,RUTA 9,R01,ERROR,4.0,1.0,Abril
1304,8B90638,2021-01-11,09:56,94.0,80,RUTA 9,R02,APELADA,14.0,10.0,Enero
1305,BM 351,2020-08-12,08:53,81.0,40,AV LIBERTADOR,R02,PAGADA,41.0,39.0,Agosto
1306,810 TCH,2020-05-01,00:00,72.0,40,RUTA 9,,PAGADA,32.0,30.0,Mayo
1309,29 999 61,2023-05-12,14:47,122.0,60,AV LIBERTADOR,R01,PAGADA,62.0,59.0,Mayo
1310,DK 414 N,2023-11-26,09:56,153.0,80,AV LIBERTADOR,R03,PAGADA,73.0,69.0,Noviembre
1313,CD 056 01,1932-01-01,14:47,100.0,80,AV LIBERTADOR,R01,ERROR,20.0,16.0,Enero
1315,831 MDB,2022-12-06,08:54,76.0,60,AV LIBERTADOR,R02,ERROR,16.0,13.0,Diciembre
1316,GOOGLE,2023-12-10,09:56,79.0,40,AV SIEMPRE VIVA,,IMPAGA,39.0,37.0,Diciembre
1317,B 81 JKY,2023-08-27,08:54,96.0,60,AV LIBERTADOR,,IMPAGA,36.0,33.0,Agosto
1318,GCP332,2023-02-09,09:56,125.0,80,AV LIBERTADOR,R03,APELADA,45.0,41.0,Febrero
1321,UW3932,1932-01-01,14:48,43.0,40,RUTA 9,R03,IMPAGA,3.0,1.0,Enero
1322,GOOGLE,1932-01-01,00:00,92.0,60,AV LIBERTADOR,,APELADA,32.0,29.0,Enero
1326,VY 90 540,2022-09-24,18:57,145.0,80,AV LIBERTADOR,R03,APELADA,65.0,61.0,Septiembre
1328,W326 AVE,2023-04-13,14:48,126.0,80,AV LIBERTADOR,R02,ERROR,46.0,42.0,Abril
1329,GOOGLE,2020-03-31,18:57,46.0,40,AV LIBERTADOR,R01,PAGADA,6.0,4.0,Marzo
1330,VNK296 GP,2020-12-05,08:54,107.0,80,RUTA 9,R01,APELADA,27.0,23.0,Diciembre
1331,NTHG LFT,1932-01-01,00:00,102.0,80,AV LIBERTADOR,R02,IMPAGA,22.0,18.0,Enero
1332,UM 96 201,2021-03-27,18:57,91.0,60,AV LIBERTADOR,R02,APELADA,31.0,28.0,Marzo
1335,OUTSTDN,2023-10-27,00:00,58.0,40,RUTA 9,R01,PAGADA,18.0,16.0,Octubre
1336,N HZ 1002,2023-08-22,09:57,96.0,40,AV LIBERTADOR,R01,ERROR,56.0,54.0,Agosto
1337,M VU 4688,2023-12-26,18:57,122.0,60,AV LIBERTADOR,R03,IMPAGA,62.0,59.0,Diciembre
1339,RFH 373,1932-01-01,09:57,72.0,40,AV SIEMPRE VIVA,,IMPAGA,32.0,30.0,Enero
1340,99 998 68,2021-03-22,08:55,128.0,80,AV SIEMPRE VIVA,R03,APELADA,48.0,44.0,Marzo
1342,GLEN1E,2022-03-15,09:57,130.0,60,AV SIEMPRE VIVA,R01,ERROR,70.0,67.0,Marzo
1346,CBM UK,2023-03-12,08:55,117.0,80,AV SIEMPRE VIVA,,IMPAGA,37.0,33.0,Marzo
1348,NTHG LFT,2021-11-28,14:48,98.0,60,AV LIBERTADOR,,PAGADA,38.0,35.0,Noviembre
1349,GOOGLE,2023-12-31,18:58,49.0,40,RUTA 9,R02,PAGADA,9.0,7.0,Diciembre
1351,691 XC 80,1932-01-01,18:58,78.0,60,AV LIBERTADOR,,APELADA,18.0,15.0,Enero
1352,B 81 JKY,2020-12-21,00:00,117.0,80,RUTA 9,R01,IMPAGA,37.0,33.0,Diciembre
1354,W326 AVE,2021-01-11,14:48,117.0,60,RUTA 9,R03,IMPAGA,57.0,54.0,Enero
1359,0695 DVH,2020-12-29,09:58,126.0,60,AV SIEMPRE VIVA,R03,PAGADA,66.0,63.0,Diciembre
1361,6NCE831,2022-04-10,08:55,75.0,60,AV LIBERTADOR,R01,IMPAGA,15.0,12.0,Abril
1368,VNK296 GP,2022-02-01,08:56,68.0,60,AV LIBERTADOR,,IMPAGA,8.0,5.0,Febrero
1369,J1S1,2023-07-29,18:59,98.0,80,AV SIEMPRE VIVA,R03,ERROR,18.0,14.0,Julio
1370,CBM UK,2023-01-25,09:58,112.0,80,AV SIEMPRE VIVA,R03,APELADA,32.0,28.0,Enero
1372,CBM UK,1932-01-01,09:59,126.0,80,RUTA 9,R03,ERROR,46.0,42.0,Enero
1373,41 RS TZ,2022-10-08,14:48,43.0,40,AV LIBERTADOR,R01,ERROR,3.0,1.0,Octubre
1374,HAMSTUR,2020-12-11,08:56,107.0,80,RUTA 9,R02,ERROR,27.0,23.0,Diciembre
1379,HK 06 YMX,2020-02-04,14:49,91.0,60,RUTA 9,,PAGADA,31.0,28.0,Febrero
1380,BM 351,2021-03-08,08:56,90.0,80,RUTA 9,R01,PAGADA,10.0,6.0,Marzo
1381,BM 351,1932-01-01,14:49,107.0,40,AV LIBERTADOR,R01,APELADA,67.0,65.0,Enero
1383,M20 CPR,2020-05-18,19:00,99.0,60,AV LIBERTADOR,,APELADA,39.0,36.0,Mayo
1387,6NCE831,2022-06-02,09:59,136.0,80,AV SIEMPRE VIVA,,PAGADA,56.0,52.0,Junio
1388,29 999 61,1932-01-01,14:50,118.0,80,AV LIBERTADOR,R03,IMPAGA,38.0,34.0,Enero
1389,VTII AHV,1932-01-01,08:57,57.0,40,RUTA 9,R03,ERROR,17.0,15.0,Enero
1391,UM 96 201,2023-01-08,08:57,94.0,80,RUTA 9,R03,PAGADA,14.0,10.0,Enero
1394,41 RS TZ,2022-06-02,08:57,137.0,80,AV LIBERTADOR,R01,ERROR,57.0,53.0,Junio
1396,CBM UK,2023-11-29,08:57,69.0,40,RUTA 9,R02,PAGADA,29.0,27.0,Noviembre
1398,TL03 GOG,2023-03-15,14:50,86.0,60,RUTA 9,R01,IMPAGA,26.0,23.0,Marzo
1399,X IIUME,1932-01-01,00:00,105.0,40,AV LIBERTADOR,R02,IMPAGA,65.0,63.0,Enero
1401,DI2 LOT,2020-11-14,19:00,98.0,80,AV LIBERTADOR,,APELADA,18.0,14.0,Noviembre
1409,691 XC 80,2023-12-12,00:00,145.0,80,AV LIBERTADOR,R02,PAGADA,65.0,61.0,Diciembre
1410,HF 3461,1932-01-01,00:00,65.0,60,AV SIEMPRE VIVA,,PAGADA,5.0,2.0,Enero
1411,AWS 167,1932-01-01,19:01,126.0,80,AV LIBERTADOR,,ERROR,46.0,42.0,Enero
1412,GE 1466,2022-07-11,14:51,117.0,60,AV SIEMPRE VIVA,R03,PAGADA,57.0,54.0,Julio
1414,HAMSTUR,2023-11-21,14:51,147.0,80,AV SIEMPRE VIVA,R02,IMPAGA,67.0,63.0,Noviembre
1416,FVIO UHP,2020-07-13,10:00,100.0,80,AV LIBERTADOR,R03,ERROR,20.0,16.0,Julio
1419,W326 AVE,2020-01-28,10:00,72.0,40,RUTA 9,R02,APELADA,32.0,30.0,Enero
1420,6NCE831,2022-07-01,14:52,108.0,60,AV SIEMPRE VIVA,R03,PAGADA,48.0,45.0,Julio
1423,FD 1475,2022-12-15,08:58,106.0,80,AV LIBERTADOR,,IMPAGA,26.0,22.0,Diciembre
1424,M43 1ZW,2023-11-09,19:01,96.0,80,AV SIEMPRE VIVA,R02,ERROR,16.0,12.0,Noviembre
1427,HF 3461,1932-01-01,10:00,98.0,40,AV LIBERTADOR,R01,PAGADA,58.0,56.0,Enero
1428,BP717,2020-10-12,00:00,55.0,40,AV SIEMPRE VIVA,R03,IMPAGA,15.0,13.0,Octubre
1431,81ZFJD,2020-04-28,00:00,120.0,80,AV LIBERTADOR,,ERROR,40.0,36.0,Abril
1434,NTHG LFT,2022-04-23,19:02,122.0,60,AV LIBERTADOR,R01,PAGADA,62.0,59.0,Abril
1437,BB 8986,1932-01-01,10:01,102.0,80,AV LIBERTADOR,R03,PAGADA,22.0,18.0,Enero
1438,N HZ 1002,1932-01-01,14:53,113.0,40,AV LIBERTADOR,R01,APELADA,73.0,71.0,Enero
1440,OUTSTDN,2020-04-08,19:02,115.0,60,AV LIBERTADOR,,PAGADA,55.0,52.0,Abril
1443,WU 341 A,2021-07-10,10:01,136.0,60,AV SIEMPRE VIVA,R01,APELADA,76.0,73.0,Julio
1449,CT5 B876,2020-03-28,08:59,96.0,40,AV SIEMPRE VIVA,R02,PAGADA,56.0,54.0,Marzo
1451,831 MDB,1932-01-01,14:53,100.0,80,RUTA 9,,IMPAGA,20.0,16.0,Enero
1452,3646 HBH,2022-09-15,08:59,154.0,80,RUTA 9,R02,ERROR,74.0,70.0,Septiembre
1453,409,2022-03-20,14:53,65.0,40,AV LIBERTADOR,R03,IMPAGA,25.0,23.0,Marzo
1454,B 81 JKY,2020-09-18,14:54,110.0,40,AV LIBERTADOR,,IMPAGA,70.0,68.0,Septiembre
1458,VNK296 GP,2023-12-21,19:03,99.0,60,AV LIBERTADOR,R01,PAGADA,39.0,36.0,Diciembre
1460,66 111 72,2022-11-11,19:03,126.0,80,RUTA 9,R01,ERROR,46.0,42.0,Noviembre
1463,MX60 NZA,2022-07-08,14:54,73.0,40,AV SIEMPRE VIVA,R01,ERROR,33.0,31.0,Julio
1465,GLEN1E,2021-10-22,09:00,89.0,40,RUTA 9,R01,ERROR,49.0,47.0,Octubre
1466,HF 58 HXP,1932-01-01,19:03,121.0,80,RUTA 9,,APELADA,41.0,37.0,Enero
1468,BHRP 770,2021-02-09,09:00,95.0,80,AV SIEMPRE VIVA,R02,IMPAGA,15.0,11.0,Febrero
1475,AI7 OVF,2022-02-23,19:04,106.0,60,AV LIBERTADOR,,ERROR,46.0,43.0,Febrero
1476,HK 06 YMX,1932-01-01,19:04,125.0,80,AV LIBERTADOR,R01,ERROR,45.0,41.0,Enero
1477,VTII AHV,1932-01-01,00:00,102.0,60,AV LIBERTADOR,,IMPAGA,42.0,39.0,Enero
1481,PIW 4215,1932-01-01,00:00,73.0,60,AV LIBERTADOR,R01,PAGADA,13.0,10.0,Enero
1483,MX60 NZA,1932-01-01,14:54,148.0,80,AV LIBERTADOR,,IMPAGA,68.0,64.0,Enero
1490,M20 CPR,2020-07-01,14:55,93.0,80,RUTA 9,R01,IMPAGA,13.0,9.0,Julio
1491,UW3932,2021-11-14,09:02,118.0,60,AV SIEMPRE VIVA,R03,IMPAGA,58.0,55.0,Noviembre
1493,UM 96 201,2020-02-29,00:00,118.0,40,AV SIEMPRE VIVA,R03,ERROR,78.0,76.0,Febrero
1495,FVIO UHP,2021-07-03,10:02,119.0,60,AV SIEMPRE VIVA,R01,PAGADA,59.0,56.0,Julio
1499,N HZ 1002,2023-05-29,10:02,56.0,40,RUTA 9,R01,APELADA,16.0,14.0,Mayo
1500,NTHG LFT,2022-03-23,19:05,81.0,60,RUTA 9,R02,APELADA,21.0,18.0,Marzo
1503,66 111 72,2022-02-23,14:55,92.0,40,AV LIBERTADOR,,PAGADA,52.0,50.0,Febrero
1504,X IIUME,2020-03-18,09:02,100.0,80,AV LIBERTADOR,R02,ERROR,20.0,16.0,Marzo
1505,990 XYK,2023-04-03,10:03,117.0,40,RUTA 9,R01,APELADA,77.0,75.0,Abril
1510,6NCE831,2023-08-23,00:00,109.0,80,RUTA 9,R03,ERROR,29.0,25.0,Agosto
1513,NTHG LFT,2023-04-17,10:03,114.0,80,RUTA 9,R01,PAGADA,34.0,30.0,Abril
1514,GLEN1E,2022-03-09,10:03,137.0,80,RUTA 9,R02,ERROR,57.0,53.0,Marzo
1516,MX60 NZA,2021-05-20,14:56,99.0,60,AV SIEMPRE VIVA,R02,ERROR,39.0,36.0,Mayo
1517,BHRP 770,1932-01-01,19:05,101.0,40,RUTA 9,R02,IMPAGA,61.0,59.0,Enero
1519,B 81 JKY,2021-01-03,00:00,94.0,80,AV SIEMPRE VIVA,R02,APELADA,14.0,10.0,Enero
1521,HAMSTUR,2022-09-12,09:02,94.0,40,AV SIEMPRE VIVA,R03,APELADA,54.0,52.0,Septiembre
1524,810 TCH,2022-05-03,19:06,132.0,60,AV SIEMPRE VIVA,,ERROR,72.0,69.0,Mayo
1525,57 777 70,2021-07-09,00:00,91.0,80,AV SIEMPRE VIVA,,ERROR,11.0,7.0,Julio
1526,TL03 GOG,2020-03-08,10:04,133.0,80,AV LIBERTADOR,R02,PAGADA,53.0,49.0,Marzo
1528,691 XC 80,2021-01-06,09:03,105.0,60,AV SIEMPRE VIVA,R01,IMPAGA,45.0,42.0,Enero
1530,3646 HBH,2023-11-12,09:03,123.0,80,AV LIBERTADOR,,PAGADA,43.0,39.0,Noviembre
1531,M20 CPR,2020-11-17,00:00,96.0,40,AV SIEMPRE VIVA,R01,APELADA,56.0,54.0,Noviembre
1535,HK 06 YMX,2021-05-07,10:04,128.0,60,RUTA 9,R01,ERROR,68.0,65.0,Mayo
1538,409,2023-10-10,10:04,116.0,60,AV SIEMPRE VIVA,R03,ERROR,56.0,53.0,Octubre
1541,TL03 GOG,2020-07-06,19:06,75.0,40,AV SIEMPRE VIVA,R02,PAGADA,35.0,33.0,Julio
1542,57 777 70,1932-01-01,10:04,88.0,60,AV LIBERTADOR,R02,APELADA,28.0,25.0,Enero
1547,BX 55 DOG,1932-01-01,00:00,51.0,40,AV LIBERTADOR,R01,PAGADA,11.0,9.0,Enero
1549,M PX 9357,1932-01-01,14:57,74.0,40,AV SIEMPRE VIVA,R01,PAGADA,34.0,32.0,Enero
1552,41 RS TZ,2020-10-28,00:00,98.0,80,AV SIEMPRE VIVA,R02,PAGADA,18.0,14.0,Octubre
1554,UW3932,2023-07-08,00:00,87.0,80,AV LIBERTADOR,R03,APELADA,7.0,3.0,Julio
1559,831 MDB,2020-06-20,09:03,89.0,40,AV SIEMPRE VIVA,R03,IMPAGA,49.0,47.0,Junio
1561,VNK296 GP,1932-01-01,09:04,120.0,40,AV SIEMPRE VIVA,,APELADA,80.0,78.0,Enero
1562,29 999 61,2023-02-13,09:04,80.0,40,AV SIEMPRE VIVA,R02,APELADA,40.0,38.0,Febrero
1563,W326 AVE,2023-10-27,10:06,153.0,80,RUTA 9,R01,PAGADA,73.0,69.0,Octubre
1565,OUTSTDN,1932-01-01,09:04,89.0,60,AV LIBERTADOR,R01,PAGADA,29.0,26.0,Enero
1566,DI2 LOT,2022-01-24,09:04,71.0,40,AV LIBERTADOR,R02,PAGADA,31.0,29.0,Enero
1570,VY 90 540,2023-05-20,14:58,58.0,40,RUTA 9,R01,APELADA,18.0,16.0,Mayo
1571,GOOGLE,1932-01-01,00:00,46.0,40,RUTA 9,,IMPAGA,6.0,4.0,Enero
1572,YLO8 WUE,2022-09-15,19:07,119.0,60,AV LIBERTADOR,R01,IMPAGA,59.0,56.0,Septiembre
1573,VTII AHV,1932-01-01,09:04,91.0,40,AV LIBERTADOR,R01,APELADA,51.0,49.0,Enero
1575,66 111 72,2020-01-18,09:05,92.0,40,RUTA 9,,IMPAGA,52.0,50.0,Enero
1578,TL03 GOG,1932-01-01,10:07,84.0,60,RUTA 9,R02,IMPAGA,24.0,21.0,Enero
1582,CBM UK,1932-01-01,09:05,87.0,80,AV SIEMPRE VIVA,,APELADA,7.0,3.0,Enero
1588,MX60 NZA,2020-02-10,19:07,94.0,40,AV SIEMPRE VIVA,R02,ERROR,54.0,52.0,Febrero
1589,691 XC 80,2020-06-20,00:00,134.0,60,AV SIEMPRE VIVA,R02,PAGADA,74.0,71.0,Junio
1590,FD 1475,2022-08-09,09:06,110.0,40,AV SIEMPRE VIVA,R03,PAGADA,70.0,68.0,Agosto
1595,66 111 72,1932-01-01,10:07,144.0,80,RUTA 9,R01,APELADA,64.0,60.0,Enero
1596,M43 1ZW,1932-01-01,00:00,122.0,80,AV SIEMPRE VIVA,R02,IMPAGA,42.0,38.0,Enero
1597,GCP332,2023-01-03,00:00,53.0,40,AV LIBERTADOR,,IMPAGA,13.0,11.0,Enero
1600,WU08 YWC,2022-08-23,19:08,114.0,80,RUTA 9,,APELADA,34.0,30.0,Agosto
1602,409,2023-07-28,00:00,51.0,40,AV SIEMPRE VIVA,R03,ERROR,11.0,9.0,Julio
1605,UW3932,2021-07-04,00:00,81.0,60,AV SIEMPRE VIVA,R03,IMPAGA,21.0,18.0,Julio
1607,810 TCH,1932-01-01,14:59,49.0,40,AV LIBERTADOR,R02,APELADA,9.0,7.0,Enero
1608,WU08 YWC,2023-10-03,00:00,107.0,60,AV SIEMPRE VIVA,R01,ERROR,47.0,44.0,Octubre
1616,41 RS TZ,1932-01-01,10:08,120.0,80,AV LIBERTADOR,,PAGADA,40.0,36.0,Enero
1617,990 XYK,2022-10-14,19:09,95.0,60,AV LIBERTADOR,,APELADA,35.0,32.0,Octubre
1618,B 81 JKY,2022-03-28,00:00,105.0,60,AV SIEMPRE VIVA,R01,IMPAGA,45.0,42.0,Marzo
1622,HF 3461,2022-09-12,14:59,45.0,40,RUTA 9,R01,IMPAGA,5.0,3.0,Septiembre
1623,810 TCH,2021-09-06,19:09,95.0,80,AV LIBERTADOR,R01,ERROR,15.0,11.0,Septiembre
1624,57 777 70,1932-01-01,00:00,106.0,60,AV LIBERTADOR,,APELADA,46.0,43.0,Enero
1628,FVIO UHP,2022-08-01,00:00,135.0,60,AV LIBERTADOR,R02,IMPAGA,75.0,72.0,Agosto
1630,3646 HBH,1932-01-01,09:07,112.0,40,AV LIBERTADOR,R03,IMPAGA,72.0,70.0,Enero
1631,W326 AVE,2021-06-23,14:59,90.0,40,AV SIEMPRE VIVA,R02,APELADA,50.0,48.0,Junio
1632,HF 3461,2021-04-09,00:00,57.0,40,AV SIEMPRE VIVA,R01,APELADA,17.0,15.0,Abril
1634,B 81 JKY,2022-01-10,10:09,123.0,60,AV SIEMPRE VIVA,R03,PAGADA,63.0,60.0,Enero
1636,0695 DVH,2023-05-03,19:10,151.0,80,RUTA 9,R02,ERROR,71.0,67.0,Mayo
1641,81ZFJD,2023-10-23,15:00,91.0,60,AV LIBERTADOR,R03,ERROR,31.0,28.0,Octubre
1644,WE FLYN,1932-01-01,15:00,109.0,80,AV LIBERTADOR,R03,PAGADA,29.0,25.0,Enero
1645,TL03 GOG,2023-01-01,10:09,111.0,60,AV LIBERTADOR,R03,APELADA,51.0,48.0,Enero
1647,RFH 373,1932-01-01,15:00,86.0,60,RUTA 9,R02,IMPAGA,26.0,23.0,Enero
1650,41 RS TZ,2022-05-17,10:10,78.0,60,RUTA 9,R02,PAGADA,18.0,15.0,Mayo
1651,VNK296 GP,2021-12-29,09:08,89.0,80,RUTA 9,R03,ERROR,9.0,5.0,Diciembre
1653,CD 056 01,2020-11-21,19:10,135.0,60,AV SIEMPRE VIVA,R02,PAGADA,75.0,72.0,Noviembre
1654,HK 06 YMX,2023-11-01,15:00,160.0,80,RUTA 9,,PAGADA,80.0,76.0,Noviembre
1657,6EVY261,1932-01-01,00:00,75.0,60,AV SIEMPRE VIVA,R01,IMPAGA,15.0,12.0,Enero
1664,CD 056 01,1932-01-01,19:11,71.0,40,AV LIBERTADOR,R03,ERROR,31.0,29.0,Enero
1665,GOOGLE,2021-04-08,09:08,79.0,60,RUTA 9,R03,PAGADA,19.0,16.0,Abril
1667,W326 AVE,2023-02-04,10:10,127.0,60,AV SIEMPRE VIVA,,IMPAGA,67.0,64.0,Febrero
1668,FVIO UHP,2022-06-03,10:11,84.0,60,AV LIBERTADOR,R01,IMPAGA,24.0,21.0,Junio
1673,GN64 OTP,2023-03-24,19:11,158.0,80,RUTA 9,,IMPAGA,78.0,74.0,Marzo
1680,M PX 9357,2022-06-01,09:08,151.0,80,AV LIBERTADOR,R03,APELADA,71.0,67.0,Junio
1683,810 TCH,2021-03-23,10:11,116.0,80,AV SIEMPRE VIVA,,APELADA,36.0,32.0,Marzo
1686,FVIO UHP,2022-06-15,19:12,43.0,40,RUTA 9,R01,PAGADA,3.0,1.0,Junio
1687,589222,2023-08-05,09:09,81.0,60,RUTA 9,,ERROR,21.0,18.0,Agosto
1692,HAMSTUR,2020-08-01,19:12,116.0,40,AV LIBERTADOR,R03,APELADA,76.0,74.0,Agosto
